item_code,item_name,famille,sous_famille,sous_famille_code,nouveau_code,nouvelle_description
142822256,CYLINDER FESTO DSBC-63-25-PPVA,PN,PN-VE,VE,PN-VE-CYL-015,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
142822258,METAL DETECTOR BELT T-260-01,ME,ME-CO,CO,ME-CO-T26-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822268,"IFM ELECTRONIC 4512 ESSEN OGH  200, LASER PHOTOCELL SENSOR",EE,EE-CP,CP,EE-CP-IFM-002,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822269,TRIPPINGCOIL SCHNEIDER GVAU225 TRIP COIL FOR MPCB SCHNEIDER MAKE,EE,EE-CA,CA,EE-CA-TRI-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822271,GA132 SERVICE KIT 2906009400 ATLAS COPCO OVERHAUL SPARE AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-GA1-001,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
142822273,GA132 OIL RS ULTRA1630204120 ATLAS COPCO LUBE OIL CAN AIR COMPRESSOR,PN,PN-CO,CO,PN-CO-GA1-002,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
142822285,POWER SUPPLY /LEGRAND 47021 LEGRAND 47021 50/60HZ INPUT: 230/400V/0.18A,EE,EE-CA,CA,EE-CA-050-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822286,GASKET TAK40T1,ME,ME-JO,JO,ME-JO-GAS-005,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822287,STRAIGHT CHAIN INOX SS 815K RESS815K712,ME,ME-CH,CH,ME-CH-STR-001,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
142822294,MIL DELTA HMI LCD 7'' LCD : DOP-B07PS515 HMI DELTA FOR MILINDIA SOAP LINE,EE,EE-HM,HM,EE-HM-MIL-001,ECRAN IHM TACTILE [Taille/Pouces] [Résolution/Type] [Alimentation]
142822295,"MIL PROXIMITY SENSOR PNP M8*62 SCHNEIDER XS608B1PAM12,24VDC FOR MILINDIA SOAP LINE",EE,EE-CP,CP,EE-CP-008-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822296,"MIL DELTA 2KW AC SERVOMOTOR MODEL: ECMA-C11020ES, DELTA FOR MILINDIA SOAP LINE",EL,EL-MO,MO,EL-MO-020-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822297,"VFDACS550-01-059A-4,22KW PLODR ABB AC DRIVE IN:380VAC ,22KW FOR SOAP PLANT PLODDER",IN,IN-VA,VA,IN-VA-VFD-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822298,GEAR BOX STR ST110-R90O-95MB BEVEL GEAR RATIO 10 CLASS P2 SPRING BEVEL GEAR RATIO 10,ME,ME-EN,EN,ME-EN-GEA-002,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
142822301,"MIL ENCODER 2500 PPR LINE DELTA ES5-25LN8542, 5VDC FOR MILINDIA LINE",EE,EE-CP,CP,EE-CP-MIL-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822302,CHAKKU-E BELT75X3X1499.07.C11A NYLON WHITE CONV.BELT 07.C11A DUPLO CUTTER CHAKKU-E,ME,ME-CO,CO,ME-CO-075-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822303,NYLON BELT 75X3X1864MM 07.C11 SANDWITCH CONVEYOR WHITE BELT DUPLO CUTTER CHAKKU-E,ME,ME-CO,CO,ME-CO-C11-002,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822317,GLAND PACKING 20X20X3.5M-3KG GLAND PACKING 20X20X3.5M 13CO1 GLAND PACKING 20x20x3.5M,CS,CS-JG,JG,CS-JG-020-001,
142822319,NBR ORING MANHOLE DIA 7X1515 ORING DIA 7X1515 SPRAY CHAMBER NBR O'RING FOR MANHOLE,ME,ME-JO,JO,ME-JO-007-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822320,IDLER CS FEED PUMP RSB 3 X 3 FEED PUMP RSB 3 X 3 MILINDIA  IDLER FOR RSB PUMP 3 x 3,HY,HY-PO,PO,HY-PO-003-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
142822321,ROTOR CS FEED PUMP RSB 3X3 FEED PUMP 3X3 5M3/HR SPARE PARTS FOR MILINDIA,HY,HY-PO,PO,HY-PO-ROT-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
142822322,MIL MMI PANELVIEW800 10.4INCH ALLENBRADLEY 2711R-T10T MILINDIA SOAPLINE,EE,EE-HM,HM,EE-HM-MIL-002,ECRAN IHM TACTILE [Taille/Pouces] [Résolution/Type] [Alimentation]
142822323,MIL COMPACTLOGIX 384KB DI/O ALLENBRDLEY CNTRLLER1769-L16ER FOR MILINDIA SOAP LINE,CS,CS-GC,GC,CS-GC-MIL-001,
142822324,"MIL PLC DVP20PM00M,3AXISMOTION I/O:8/8, PLC CONTROLLR DELTA FOR MILINDIA SOAP LINE",EE,EE-AU,AU,EE-AU-DVP-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
142822325,"MIL DANFOSS FC360 VFD50HP HD VFDFC360 50HP/60HP,50HZ380VAC FOR MILINDIA SOAP LINE",IN,IN-VA,VA,IN-VA-MIL-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822333,SEALING RING NILOS 22311 JV Sealing Ring Nilos 22311 JV,ME,ME-JO,JO,ME-JO-SEA-008,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822334,SEALING RING NILOS 22211 JV SEALING RING NILOS 22211 JV,ME,ME-JO,JO,ME-JO-SEA-009,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822335,SEALING RING NILOS 33214 AV SEALING RING NILOS 33214 AV,ME,ME-JO,JO,ME-JO-SEA-010,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822352,STMPR UNION L 2012725 MAZZONI RL31-6-1/8 MAZZONI STAMPER,HY,HY-RA,RA,HY-RA-001-001,RACCORD HYDRAULIQUE [Type: IMPLANT/UNION] [Filetage/Ø Tube] [Matière]
142822368,PNEUMATIC CAPPING MACHINE,PN,PN-RA,RA,PN-RA-PNE-003,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
142822369,SERVO DRIVE DELTA ASD-B20421-B MODEL : ASD - B2 - 0421 - M,IN,IN-VA,VA,IN-VA-SER-002,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822379,USB CAB 230 DELTA PLC PROGRAMMATION ADAPTATEUR RS 232,EE,EE-AU,AU,EE-AU-PRO-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
142822384,GE S7 - 972 - OBA12-0XAO NET WORK MODULE,EE,EE-CA,CA,EE-CA-OBA-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822387,"COPPER HOSE 1 1/8""",HY,HY-FL,FL,HY-FL-001-009,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
142822390,TIGE(PLAQUE) CUTTER TE 50/S POS. 0012 ARTICLE 3001723 DESIGNATION GROUPE DE COUPE,CS,CS-SC,SC,CS-SC-CUT-001,
142822394,SENSOR PT - 100 OHM PT - 100 OHM SENSOR PT - 100,EE,EE-CP,CP,EE-CP-SEN-004,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822396,DISPLAY KINCO MT 4310C HMI KINCO MT 4310C INTERFACE PANEL,EE,EE-HM,HM,EE-HM-DIS-002,ECRAN IHM TACTILE [Taille/Pouces] [Résolution/Type] [Alimentation]
142822397,LEUZE GS 63B/6.3-S8V SENSOR FORKED PHOTOELECTRIC SENSOR LEUZE GS 63B SENSOR,EE,EE-CP,CP,EE-CP-LEU-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822398,ENGRENAGE/GEAR ID OBJE 1018998 ID OBJET 1018998 BROYEUSE MAZZONI RM300/3/1000,ME,ME-EN,EN,ME-EN-300-001,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
142822399,C.M.I PLC 314C-2DP PROGRAMMER SIEMENS SIMATC S7 - 300 SIMATIC S7 - 300,EE,EE-AU,AU,EE-AU-314-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
142822406,ROULEMENT SKF 33214 BEARING SKF 33214,ME,ME-RO,RO,ME-RO-332-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822407,ROULEMENT INA IR 25X30X17,ME,ME-RO,RO,ME-RO-25X-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822409,BALL JOINT SKF GE 20 C,ME,ME-JO,JO,ME-JO-BAL-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822410,SEALING RING CR55 X 70 X 80,ME,ME-JO,JO,ME-JO-055-005,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822411,ROULEMENT INA NKI 50/35 BEARING INA 50/35,ME,ME-RO,RO,ME-RO-500-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822413,ROULEMENT SKF 81106 POS C004 BEARING SKF 81106 POS C004,ME,ME-RO,RO,ME-RO-811-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822417,ROULEMENT INA NKXR 30Z BEARING INA NKXR 30Z,ME,ME-RO,RO,ME-RO-30Z-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822418,DRIVE ROLL 300510487A02 BEARING INA NKXR 30Z,ME,ME-RO,RO,ME-RO-300-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822420,DRIVE ROLL SUPPORT,IN,IN-VA,VA,IN-VA-DRI-003,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822421,DRIVEN ROLL SUPPORT POS 004,IN,IN-VA,VA,IN-VA-DRI-004,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822422,DRIVEN ROLL SUPPORT POS 005,IN,IN-VA,VA,IN-VA-DRI-005,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822423,BELT SCRAPPER BLADE STUR 7,ME,ME-CO,CO,ME-CO-BEL-003,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822424,DRIVE ROLL 300510488A02,IN,IN-VA,VA,IN-VA-DRI-006,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
142822426,SSP LOBE PUMP S4-0079-H15 STAINLESS STEEL POSITIVE DISPLACEMENT,HY,HY-PO,PO,HY-PO-SSP-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
142822427,GEARBOX MR 3I 180 UP2A 13254 SERIAL NUMBER 1574180010 V5 MAZZONI SPRAY CHAMBER ME 1250,ME,ME-EN,EN,ME-EN-GEA-003,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
142822429,SPLICING FOIL,CS,CS-GC,GC,CS-GC-SPL-001,
142822430,TEMPERATURE PROBE,IN,IN-TE,TE,IN-TE-TEM-001,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
142822432,MOTOR JL6-B3-2/3-00:55KW,EL,EL-MO,MO,EL-MO-550-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822435,GEARBOX XC-050-010-120/19 BRAND TRAMEC RATIO  1/10 PAM 80  B14 D 25,ME,ME-EN,EN,ME-EN-120-001,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
142822438,TIMING BELT HTD 640-8M,ME,ME-CO,CO,ME-CO-HTD-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142822439,JAVEL PUMP FLOW 2m3/hr HEAD 15,HY,HY-PO,PO,HY-PO-015-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
142822441,SUMAMOUSSE PUMP FLOW 5 m3/hr H,HY,HY-PO,PO,HY-PO-005-002,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
142822444,COLLECTEUR ROTATIF 2016936,CS,CS-AM,AM,CS-AM-COL-001,
142822448,"ABB 90 KW MOTOR E2HXP280SMC4 400 OR 380 V , 10%",EL,EL-MO,MO,EL-MO-900-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822449,"22KW FLANGE MOTOR SOAPPLANTL1B 1470 RPM , 50HZ T-DB-180L450112",EL,EL-MO,MO,EL-MO-220-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142822453,PANEL FOR DOOR MFS-C-0490A,ME,ME-VI,VI,ME-VI-PAN-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
142822456,NUT UNI 7473 MS,ME,ME-VI,VI,ME-VI-NUT-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
142822459,SUPPORT SENSOR CONVEYOR RC3000,EE,EE-CP,CP,EE-CP-SUP-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822460,CLOSED RING BELT 6200X110,ME,ME-RO,RO,ME-RO-CLO-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822462,SCREW TCEI M8X30 UNI 5931,ME,ME-VI,VI,ME-VI-M08-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
142822471,Metallic Oil seal 120*94*16 OD:120MM ID:94MM THICKNES:16MM For GA132 compressor motor,ME,ME-JO,JO,ME-JO-120-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822474,"Roulement rear 9630029032 / Bearing,rear 9630029032",ME,ME-RO,RO,ME-RO-963-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822475,"Roulement front 9630029034 / Bearing,front 9630029034",ME,ME-RO,RO,ME-RO-963-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822482,BAND DE ROULEMENT 300510678A,ME,ME-RO,RO,ME-RO-300-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822486,Plastic water filter bottle / single water purifier bottle,HY,HY-FI,FI,HY-FI-PLA-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
142822487,NOZZLE CARD HITACHI PRNTR NPS / HITACHI RX-2 SERIES PRINTER / PCB CARD FOR NOZZLES,EE,EE-CA,CA,EE-CA-NOZ-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142822489,PHE GASKET/S22-IG10-44 J.21034 /,ME,ME-JO,JO,ME-JO-PHE-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142822510,DEFLECTION ELECTRODEHITACHI,CS,CS-SC,SC,CS-SC-DEF-001,
142822511,PRESSURE REDUCING VALVEHITACHI,PN,PN-EV,EV,PN-EV-PRE-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
142822514,CHARGE ELECTRODE HITACHI PRINTER,CS,CS-SC,SC,CS-SC-CHA-001,
142822516,SANTE FORMAT SOAPTEC FLOWPA.,CS,CS-GC,GC,CS-GC-SAN-001,
142822517,RADIAL BALL BEARING MF105-2Z,ME,ME-RO,RO,ME-RO-MF1-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
142822518,FLWRP CONTR SESNR KTMWP11182P / FOR FLOWRP CONVEYOR / SOAPTEC MACHINE,CS,CS-GC,GC,CS-GC-FLW-001,
142822519,FLWRP ULTRSONIC SENSR UC411341 / SICK P.NO UC4-11341 / FOR SOAPTEC FLOWRAP MACHINE,CS,CS-GC,GC,CS-GC-FLW-002,
142822520,FLWRP CONVYR SICK GTB6L SENSOR / SICK GTB6L-P4211 PHOTOELECTRIC / FOR SOAPTEC FLOWRAP MACHINE,EE,EE-CP,CP,EE-CP-FLW-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822521,FLWRP SOAP DETECTOR PF 267075 / P&F SENSOR 267075-100523 / FOR SOAP TEC FLOWRP MACHINE,EE,EE-CP,CP,EE-CP-FLW-002,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822523,FLWRP SAFETY SENSOR XCSZR TEL / TELEMECHNIQ SENSOR FOR FLOWRAP / FOR SOAP TEC FLOWRAP MACHINE,EE,EE-CP,CP,EE-CP-FLW-003,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822525,SAFETY SWITCH 440N-Z21W1PH / ALLEN BRADLEY SAFETY SWITCH / AB SAFETY SWITCH FOR CUTTER,EE,EE-CP,CP,EE-CP-CUT-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
142822526,SENSOR FOR CUTTER XS608B1PAM12 / SENSOR FOR CUTTER XS608B1PAM12 / SENSOR FOR CUTTER XS608B1PAM12,EE,EE-CP,CP,EE-CP-CUT-002,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
14282256,ENGRENAGE 300210055A,ME,ME-EN,EN,ME-EN-ENG-001,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
14282257,ENGRENAGE 300210056A,ME,ME-EN,EN,ME-EN-ENG-002,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
14282270,ENCODER for MFS-6 STAMPER+CON.,EE,EE-CP,CP,EE-CP-ENC-004,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
14282271,SOAPTEC THERMISTOR PT100 C17A/REF: MFSA-0126A/FOR SOAPTEC STAMPER MACHINE,IN,IN-TE,TE,IN-TE-P10-003,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
14282272,SOAPTEC SOLENOID VALVESET C25/REF: MFSA-0097A/FOR SOAPTEC STAMPER MACHINE,PN,PN-EV,EV,PN-EV-SOA-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
14282273,SOAPTEC BECKOFF MODULE EL1008/FOR STAMPER & CUTTER MACHINE,EE,EE-CA,CA,EE-CA-CUT-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282274,SOAPTEC BECKOFF MODULE EL2008/FOR SOAPTEC STAMPER & CUTTER,EE,EE-CA,CA,EE-CA-CUT-002,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282275,SOAPTEC BECKOFF MODULE EL4008/FOR SOAPTEC STAMPER & CUTTER,EE,EE-CA,CA,EE-CA-CUT-003,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282276,SOAPTEC BECKOFF MODULE EL4002/FOR SOAPTEC STAMPER & CUTTER,EE,EE-CA,CA,EE-CA-CUT-004,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282277,SOAPTEC BECKOFF MODULE EL5101 / FOR SOAPTEC STAMPER & CUTTER,EE,EE-CA,CA,EE-CA-CUT-005,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282278,SOAPTEC BECKOFF MODULE EL5001 / FOR SOAPTEC CUTTER & STAMPER,EE,EE-CA,CA,EE-CA-CUT-006,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282279,SOAPTEC BECKOFF MODULE EL3061 / FOR CUTTER & STAMPER MACHINE,EE,EE-CA,CA,EE-CA-CUT-007,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282280,SOAPTEC BECKOFF MODULE EL3204 / FOR CUTTER & STAMPER MACHINE,EE,EE-CA,CA,EE-CA-CUT-008,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
14282282,SOAPTEC SSR OMRON G3PE215B / 24VDC RELAY / FOR SOAPTEC FLOWRAP MACHINE,EL,EL-RE,RE,EL-RE-SOA-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
14282283,SOPTEC THERMISTOR PT100 C68A / REF: MA-0065A / FOR SOAPTEC MACHINE,IN,IN-TE,TE,IN-TE-P10-004,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
142823007,SERVO MOTOR DRIVE S.P.TVE CUTT,EL,EL-MO,MO,EL-MO-SER-003,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142823008,SERVO MOTOR S.P. DIGITDRIVE 12,EL,EL-MO,MO,EL-MO-SER-004,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
142823013,CONTACTEUR TRIPOLAIRE24V DC  (,EL,EL-CO,CO,EL-CO-CON-001,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
142823030,GRUB SCREW VCE M5x30,ME,ME-VI,VI,ME-VI-M05-002,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
142823044,BELT AP18 2140x110,ME,ME-CO,CO,ME-CO-AP1-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142823051,"24TR COMPRESSOR ZR380 CHILLER GR1AV240Z CHILLER SOAPPLANT 62.5A,380VAC,COPELANDSCROLL",PN,PN-CO,CO,PN-CO-24T-001,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
142823070,DIE PLATE FOR SUNLIGHTROLLERS,SE,SE-EC,EC,SE-EC-PLT-001,ECLAIRAGE [Type: LED/Halogènes] [Puissance/W] [Tension/V]
142823079,AMPL MODULEC6ES7 222 1 HF22,EE,EE-CA,CA,EE-CA-AMP-004,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
142823092,GEAR POS.10300210448A77 (MAZZO,ME,ME-EN,EN,ME-EN-GEA-004,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
142823102,GEAR POS.6A300210489A77 (MAZZO,ME,ME-EN,EN,ME-EN-GEA-005,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
142823110,CYLINDER SCRAPER BLADEHOLDER,HY,HY-VE,VE,HY-VE-CYL-022,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
1428231100,MECHANICAL SEAL UN D33,ME,ME-JO,JO,ME-JO-MEC-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
1428231101,MECHANICAL SEAL SD D30 COD. 95A030HPT93V,ME,ME-JO,JO,ME-JO-MEC-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142823111,BLADE FOR CYLINDER(MAZZONI),HY,HY-VE,VE,HY-VE-CYL-023,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
142823115,"""THERMOSTAT TYPE AF95161/2""""""""",IN,IN-TE,TE,IN-TE-THE-002,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
142823120,GASKET DEV.1480 15*15042014801,ME,ME-JO,JO,ME-JO-015-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142823124,O-RING FPM 1551.029 FOR,ME,ME-JO,JO,ME-JO-RIN-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
142823127,BELT STAND 3140*74004300314074,ME,ME-CO,CO,ME-CO-BEL-004,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
142823134,"""PIPE PUSH-LOK 3/4"""""""" DN20081",HY,HY-FL,FL,HY-FL-003-002,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
142823135,"""PIPE ARMAFLEX TYPE 13-251/2""""",HY,HY-FL,FL,HY-FL-251-001,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
142823136,"""PIPE PUSH-LOK 1/2"""""""" DN12081",HY,HY-FL,FL,HY-FL-001-010,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
